title,author,isbn,openLibraryId,url,description
""Curious George"",""H.A. Rey"","""",""OL8217475W"",""https://openlibrary.org/works/OL8217475W"",
""Curse of the Narrows"",""Laura Mac Donald"",""0002007878"","""","""",
""Cut and Thirst"",""Margaret Atwood"",""1662523335"","""","""",
""CyberStorm"",""Matthew Mather"",""0991677196"","""","""",
""Daily Self-Discipline: Everyday Habits and Exercises to Build Self-Discipline and Achieve Your Goals"",""Martin Meadows"","""","""","""",
""Daisy Jones & The Six"",""Taylor Jenkins Reid"",""1524798622"","""","""","A gripping novel about the whirlwind rise of an iconic 1970s rock group and their beautiful lead singer, revealing the mystery behind their infamous break up.

Everyone knows Daisy Jones & The Six, but nobody knows the real reason why they split at the absolute height of their popularity…until now.

Daisy is a girl coming of age in L.A. in the late sixties, sneaking into clubs on the Sunset Strip, sleeping with rock stars, and dreaming of singing at the Whisky a Go-Go. The sex and drugs are thrilling, but it’s the rock and roll she loves most. By the time she’s twenty, her voice is getting noticed, and she has the kind of heedless beauty that makes people do crazy things.

Another band getting noticed is The Six, led by the brooding Billy Dunne. On the eve of their first tour, his girlfriend Camila finds out she’s pregnant, and with the pressure of impending fatherhood and fame, Billy goes a little wild on the road.

Daisy and Billy cross paths when a producer realizes the key to supercharged success is to put the two together. What happens next will become the stuff of legend."
""Daisy's War"",""Shayne Parkinson"",""1476353743"",""OL25847153W"",""https://openlibrary.org/works/OL25847153W"",
""Dandelion Iron"",""Aaron Michael Ritchey"",""1614753504"",""OL20231506W"",""https://openlibrary.org/works/OL20231506W"",
""Dandelion Wine"",""Ray Bradbury"",""0671037706"","""","""","The summer of '28 was a vintage season for a growing boy. A summer of green apple trees, mowed lawns, and new sneakers. Of half-burnt firecrackers, of gathering dandelions, of Grandma's belly-busting dinner. It was a summer of sorrows and marvels and gold-fuzzed bees. A magical, timeless summer in the life of a twelve-year-old boy named Douglas Spaulding—remembered forever by the incomparable Ray Bradbury.

Dandelion Wine is unique amongst the works of the popular author Ray Bradbury, in that it provides us with perhaps the clearest insight into the thoughts and feelings of the author. The book was published in 1957, perhaps over twenty years after the era which it is about, thus providing an inevitable theme of nostalgia throughout the book. The principal character, Douglas Spalding, and his brother Tom, encounter a series of adventures which are described in a crafted and distinguished manner to provide a philosophical tone throughout the book. The narrative is enriched by the experiences of individuals such as Leo Auffman, who attempts (unsuccessfully) to construct a 'Happiness machine'. Overall, the book provides a nostalgic sense of childhood and an understanding of the beauty of the world and all its features; in this way, it appears to be Bradbury himself reminiscing on his past. Douglas has similar traits to those Bradbury has later in life identified in himself, strengthening this interpretation."
""Dark Genesis"",""A.D. Koboah"","""","""","""",
""Dark Hunt"",""Kim  Richardson"","""",""OL20862363W"",""https://openlibrary.org/works/OL20862363W"",
""Dark Magick"",""Cate Tiernan"",""0141311126"","""","""","Evil forces are after Morgan, forces connected with a dark wave of magick. And she knows something is wrong with the way Cal is acting, although she can't put her finger on it. Cal is definitely hiding something, but is he out to hurt her, as Hunter says?"
""Dark Possession"",""Christine Feehan"",""0425217094"","""","""","Manolito De La Cruz knew he was dangerously close to turning into a vampire. The last thing he expected after being called back to his Carpathian homeland by Prince Mikhail was to catch the scent of his destined lifemate in MaryAnn Delaney. MaryAnn is human, but she knows all too well the aggressive instincts of Carpathian males. And they're not exactly the kind of men she'd prefer to be bound to for life.

A dedicated counselor for battered women, MaryAnn has a fulfilling life with no room for someone like Manolito, born and bred in the Carpathian mountains, a law unto himself. But when MaryAnn agrees to go to South America to offer guidance to a brutalized young woman, she has no idea a trap awaits her in the sweltering thick of the jungle. She has been drawn there by Manolito himself, who has seductive plans for the unaware, irresistibly human female..."
""Dark Stranger: The Dream"",""I.T. Lucas"","""","""","""",
""Dark Tide"",""Stephen Puleo"",""0807050210"","""","""","Around noon on January 15, 1919, a group of firefighters was playing cards in Boston's North End when they heard a tremendous crash. It was like roaring surf, one of them said later. Like a runaway two-horse team smashing through a fence, said another. A third firefighter jumped up from his chair to look out a window. ""Oh my God!"" he shouted to the other men, ""Run!"" A 50-foot-tall steel tank filled with 2.3 million gallons of molasses had just collapsed on Boston's waterfront, disgorging its contents as a 15-foot-high wave of molasses that at its outset traveled at 35 miles an hour. It demolished wooden homes, even the brick fire stateion. The number of dead wasn't known for days. It would be years before a landmark court battle determined who was responsible for the disaster. - Back cover."
""Darkdawn"",""Jay Kristoff"","""",""OL20261819W"",""https://openlibrary.org/works/OL20261819W"",
""Darkfire"",""Garrett Robinson"",""1941076378"",""OL26918467W"",""https://openlibrary.org/works/OL26918467W"",
""Daughter of Time Trilogy"",""Erec Stebbins"",""1942360061"","""","""",
""Dead Reckoning"",""Charlaine Harris"","""",""OL15670556W"",""https://openlibrary.org/works/OL15670556W"",
""Deadly Sting"",""Jennifer Estep"",""1451688997"","""","""",
""Dear Edward"",""Ann Napolitano"","""",""OL20624674W"",""https://openlibrary.org/works/OL20624674W"",
""Dear Fahrenheit 451: Love and Heartbreak in the Stacks"",""Annie Spence"",""1250106494"","""","""","If you love to read, and presumably you do since you've picked up this book, you know that some books affect you so profoundly they forever change the way you think about the world. Some books, on the other hand, disappoint you so much you want to throw them against the wall. Either way, it's clear that a book can be your new soul mate or the bad relationship you need to end. In Dear Fahrenheit 451, librarian Annie Spence has crafted love letters and breakup notes to the iconic and eclectic books she has encountered over the years. From breaking up with The Giving Tree (a dysfunctional relationship book if ever there was one), to her love letter to The Time Traveler's Wife (a novel less about time travel and more about the life of a marriage, with all of its ups and downs), Spence will make you think of old favorites in a new way. Filled with suggested reading lists, Spence's take on classic and contemporary books is very much like the best of literature sometimes laugh-out-loud funny, sometimes surprisingly poignant, and filled with universal truths. A celebration of reading, Dear Fahrenheit 451 is for anyone who loves nothing more than curling up with a good book...and another, and another, and another!"
""Dear Mrs. Bird"",""A.J. Pearce"",""1501170066"","""","""","""London, 1940. Emmeline Lake is Doing Her Bit for the war effort, volunteering as a telephone operator with the Auxiliary Fire Services. When Emmy sees an advertisement for a job at the London Evening Chronicle, her dreams of becoming a Lady War Correspondent suddenly seem achievable. But the job turns out to be working as a typist for the fierce and renowned advice columnist, Henrietta Bird. Emmy is disappointed, but gamely bucks up and buckles down. Mrs. Bird is very clear: letters containing any Unpleasantness must go straight in the bin. But when Emmy reads poignant notes from women who may have Gone Too Far with the wrong men, or who can't bear to let their children be evacuated, she is unable to resist responding. As the German planes make their nightly raids, and London picks up the smoldering pieces each morning, Emmy secretly begins to write back to the readers who have poured out their troubles""--"
""Deceit"",""Nick van der Leek"","""","""","""",
""Deep Survival: Who Lives"," Who Dies"," and Why"",""Laurence Gonzales"",""0393353710"","It started when a false step from a misty footpath sent a mysterious stranger plummeting to his death. How was Bobby Jones to know that witnessing the dying man's last words--""Why didn't they ask Evans?""--would send him on a death-defying chase? Bobby and his unlikely partner in detection, Lady Frances Derwent, end up in pursuit of a hauntingly beautiful woman--and a cunning killer who is out to do them in!

This description comes from the 1984 Berkley edition."
""Deep Work: Rules for Focused Success in a Distracted World"",""Cal Newport"",""1455586692"","""","""","One of the most valuable skills in our economy is becoming increasingly rare. If you master this skill, you'll achieve extraordinary results.

Deep work is the ability to focus without distraction on a cognitively demanding task. It's a skill that allows you to quickly master complicated information and produce better results in less time. Deep work will make you better at what you do and provide the sense of true fulfillment that comes from craftsmanship. In short, deep work is like a super power in our increasingly competitive twenty-first century economy. And yet, most people have lost the ability to go deep-spending their days instead in a frantic blur of e-mail and social media, not even realizing there's a better way.

In DEEP WORK, author and professor Cal Newport flips the narrative on impact in a connected age. Instead of arguing distraction is bad, he instead celebrates the power of its opposite. Dividing this book into two parts, he first makes the case that in almost any profession, cultivating a deep work ethic will produce massive benefits. He then presents a rigorous training regimen, presented as a series of four ""rules,"" for transforming your mind and habits to support this skill.

A mix of cultural criticism and actionable advice, DEEP WORK takes the reader on a journey through memorable stories -- from Carl Jung building a stone tower in the woods to focus his mind, to a social media pioneer buying a round-trip business class ticket to Tokyo to write a book free from distraction in the air -- and no-nonsense advice, such as the claim that most serious professionals should quit social media and that you should practice being bored. DEEP WORK is an indispensable guide to anyone seeking focused success in a distracted world."
""Deep as the Sky"," Red as the Sea"",""Rita Chang-Eppig"",""1639730370"","""",
""Defiance"",""C.J. Redwine"",""0062117181"","""","""","When Rachel's father goes missing on a mission, her attempt to escape their walled city-state and find him brings danger, heartbreak, and a new romance with her father's apprentice."
""Delirium"",""Lauren Oliver"",""0061726834"","""","""","English : The first book in Lauren Oliver’s New York Times bestselling trilogy about forbidden love, revolution, and the power to choose.

In an alternate United States, love has been declared a dangerous disease, and the government forces everyone who reaches eighteen to have a procedure called the Cure. Living with her aunt, uncle, and cousins in Portland, Maine, Lena Haloway is very much looking forward to being cured and living a safe, predictable life. She watched love destroy her mother and isn't about to make the same mistake.

But with ninety-five days left until her treatment, Lena meets enigmatic Alex, a boy from the Wilds who lives under the government's radar. What will happen if they do the unthinkable and fall in love?

French : Lena vit dans un monde où l'amour est considéré comme la pire des maladies. Un monde où tous les jeunes subissent à leur majorité une opération de cerveau pour être immunisés. A quelques mois de ses dix-huit ans, Lena aspire presque à subir à son tour le Protocole car, depuis toujours, amour rime pour elle avec souffrance et danger. Jusqu'à ce qu'une rencontre inattendue fasse tout basculer. Avant, tout était simple, tout était organisé. Mais est-ce vraiment vivre que de laisser la société tout prévoir pour vous. Vos amis, vos amours et votre avenir ? (Payot.ch)"
""Departure"",""A.G. Riddle"","""",""OL18818806W"",""https://openlibrary.org/works/OL18818806W"",
""Destined for an Early Grave"",""Jeaniene Frost"",""0061583219"","""","""",
""Devil's Paw"",""Debra Dunbar"","""",""OL19622083W"",""https://openlibrary.org/works/OL19622083W"",
""Digital Minimalism: Choosing a Focused Life in a Noisy World"",""Cal Newport"",""0525536515"","""","""","The key to living well in a high tech world is to spend much less time using technology.

In recent years, our culture's relationship with personal technology has transformed from something exciting into something darker. Innovations like smartphones and social media are useful, but many of us are increasingly troubled by how much control these tools seem to exert over our daily experiences – including how we spend our free time and how we feel about ourselves.

In Digital Minimalism, Newport proposes a bold solution: a minimalist approach to technology use in which you radically reduce the time you spend online, focusing on a small set of carefully-selected activities while happily ignoring the rest."
""Displaced"",""David Korson"","""",""OL22204072W"",""https://openlibrary.org/works/OL22204072W"",
""Divergent"",""Veronica Roth"",""0062024035"",""OL15719630W"",""https://openlibrary.org/works/OL15719630W"","‘Divergent’ is the first in a trilogy of dystopian, YA novels by Veronica Roth. The book is written from Beatrice Prior’s (Tris), point of view and is written in short chapters making it easy to put down and pick up again.

The story is fast paced with full on action throughout. It contains elements of humour and romance, alongside some seriously brutal scenes, especially during Tris’s initiation. There is also quite a few though provoking moments.

This was one of the first YA novels that I read and I found myself hooked right through to the very last word.

The scenes are described in detail giving you a clear picture and making it easy to visualise the on goings in your head.

Tris can be a little moody at times and doubts herself too much, but this only adds to her good nature, fun, determined and strong personality which we see blossom throughout

The ending wasn’t what I expected, thus my need to get the second book, ‘Insurgent’, straight away. I Needed to know what happened next.

I surprisingly found myself enjoying Divergent much more than I first thought I would, and thus my love of YA novels began.

Divergent was made into a movie back in 2014. If you have seen the film but not read the book then you are missing out on vital aspects of the plot and characters, that didn’t appear in the film. I enjoyed the film, just not as much as the book."
""Divergent Series Complete Box Set (Divergent"," #1-3)"",""Veronica Roth"",""0062278789"","""","‘Divergent’ is the first in a trilogy of dystopian, YA novels by Veronica Roth. The book is written from Beatrice Prior’s (Tris), point of view and is written in short chapters making it easy to put down and pick up again.

The story is fast paced with full on action throughout. It contains elements of humour and romance, alongside some seriously brutal scenes, especially during Tris’s initiation. There is also quite a few though provoking moments.

This was one of the first YA novels that I read and I found myself hooked right through to the very last word.

The scenes are described in detail giving you a clear picture and making it easy to visualise the on goings in your head.

Tris can be a little moody at times and doubts herself too much, but this only adds to her good nature, fun, determined and strong personality which we see blossom throughout

The ending wasn’t what I expected, thus my need to get the second book, ‘Insurgent’, straight away. I Needed to know what happened next.

I surprisingly found myself enjoying Divergent much more than I first thought I would, and thus my love of YA novels began.

Divergent was made into a movie back in 2014. If you have seen the film but not read the book then you are missing out on vital aspects of the plot and characters, that didn’t appear in the film. I enjoyed the film, just not as much as the book."
""Don Quixote"",""Miguel de Cervantes Saavedra"","""",""OL25543788W"",""https://openlibrary.org/works/OL25543788W"",
""Don't Make a Sound"",""T.R. Ragan"",""1542093864"",""OL20757083W"",""https://openlibrary.org/works/OL20757083W"",
""Dreams Lie Beneath"",""Rebecca   Ross"",""0063015951"",""OL26413608W"",""https://openlibrary.org/works/OL26413608W"",
""Driving Mr. Albert: A Trip Across America with Einstein's Brain"",""Michael Paterniti"",""0307765350"","""","""",
""Driving Over Lemons: An Optimist in Andalucía"",""Chris  Stewart"",""0953522709"","""","""",
""Drowning with Others"",""Linda Keir"",""1503957993"",""OL20839819W"",""https://openlibrary.org/works/OL20839819W"",
""Eleanor & Park"",""Rainbow Rowell"",""1250012570"","""","""","## Two misfits. One extraordinary love. ##


----------
## Eleanor ##
...Red hair, wrong clothes. Standing behind him until he turns his head. Lying beside him until he wakes up. Making everyone else seem drabber and flatter and never good enough... Eleanor.
## Park ##
...He knows she'll love a song before he plays it for her. He laughs at her jokes before she ever gets to the punch line. There's a place on his chest, just below his throat, that makes her want to keep promises... Park. 

----------

Set over the course of one school year, this is the story of two star-crossed sixteen-year-olds -- smart enough to know that first love almost never lasts, but brave and desperate enough to try."
""Elizabeth I: Legendary Queen Of England"",""Michael W. Simmons"","""","""","""",
""Elon Musk"",""Walter Isaacson"",""1982181281"","""","""",
""Elven Blood"",""Debra Dunbar"",""8800880088"",""OL26602760W"",""https://openlibrary.org/works/OL26602760W"",
""Enemy of the People: The Untold Story of the Journalists Who Opposed Hitler"",""Terrence Petty"",""1542042410"","""","""",
""Eragon"",""Christopher Paolini"",""0375826696"","""","""","One boy...
One dragon...
A world of adventure.

When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon soon realizes he has stumbled upon a legacy nearly as old as the Empire itself.

Overnight his simple life is shattered, and he is thrust into a perilous new world of destiny, magic, and power. With only an ancient sword and the advice of an old storyteller for guidance, Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an Empire ruled by a king whose evil knows no bounds.

Can Eragon take up the mantle of the legendary Dragon Riders? The fate of the Empire may rest in his hands."
""Etched in Bone"",""Anne Bishop"","""",""OL20048406W"",""https://openlibrary.org/works/OL20048406W"",
""Eternal Kiss of Darkness"",""Jeaniene Frost"",""0061783161"","""","""","Chicago private investigator Kira Graceling should have just kept on walking.  But her sense of duty refused to let her ignore the moans of pain coming from inside a warehouse just before dawn.  Suddenly she finds herself in a world she’s only imagined in her worst nightmares.

At the center is Mencheres, a breathtaking Master Vampire who thought he’d seen it all.  Then Kira appears—this fearless, beautiful…human who braved death to rescue him.  Though he burns for her, keeping Kira in his world means risking her life, yet sending her away is unthinkable.

But with danger closing in, Mencheres must choose between the woman he craves, or embracing the darkest magic to defeat an enemy bent on his eternal destruction. - author's website"
""Every Heart a Doorway"",""Seanan McGuire"",""0765385503"","""","""","Children have always disappeared under the right conditions; slipping through the shadows under a bed or at the back of a wardrobe, tumbling down rabbit holes and into old wells, and emerging somewhere... else.

But magical lands have little need for used-up miracle children.

Nancy tumbled once, but now she’s back. The things she’s experienced... they change a person. The children under Miss West’s care understand all too well. And each of them is seeking a way back to their own fantasy world.

But Nancy’s arrival marks a change at the Home. There’s a darkness just around each corner, and when tragedy strikes, it’s up to Nancy and her new-found schoolmates to get to the heart of the matter.

No matter the cost."
""Every Last Secret"",""A.R. Torre"",""1542020182"","""","""",
""Every Vow You Break"",""Peter  Swanson"",""0062980033"","""","""",
""Everyone Is Watching"",""Heather Gudenkauf"",""0778310795"",""OL37612217W"",""https://openlibrary.org/works/OL37612217W"",
""Everyone in My Family Has Killed Someone"",""Benjamin   Stevenson"",""0063279029"","""","""",
""Everything Happens for a Reason: And Other Lies I've Loved"",""Kate Bowler"",""0399592067"","""","""","Kate Bowler is a professor at Duke Divinity School with a modest Christian upbringing, but she specializes in the study of the prosperity gospel, a creed that sees fortune as a blessing from God and misfortune as a mark of God's disapproval. At thirty-five, everything in her life seems to point toward ""blessing."" She is thriving in her job, married to her high school sweetheart, and loves life with her newborn son. Then she is diagnosed with stage IV colon cancer. The prospect of her own mortality forces Kate to realize that she has been tacitly subscribing to the prosperity gospel, living with the conviction that she can control the shape of her life with ""a surge of determination."" Even as this type of Christianity celebrates the American can-do spirit, it implies that if you ""can't do"" and succumb to illness or misfortune, you are a failure. Kate is very sick, and no amount of positive thinking will shrink her tumors. What does it mean to die, she wonders, in a society that insists everything happens for a reason? Kate is stripped of this certainty only to discover that without it, life is hard but beautiful in a way it never has been before. Frank and funny, dark and wise, Kate Bowler pulls the reader deeply into her life in an account she populates affectionately with a colorful, often hilarious retinue of friends, mega-church preachers, relatives, and doctors. Everything Happens for a Reason tells her story, offering up her irreverent, hard-won observations on dying and the ways it has taught her to live. - Publisher."
""Everything Here Is Beautiful"",""Mira T. Lee"",""0735221960"","""","""",
""Family"",""J. California Cooper"","""",""OL1891605W"",""https://openlibrary.org/works/OL1891605W"",
""Family of Liars"",""E. Lockhart"","""",""OL26909900W"",""https://openlibrary.org/works/OL26909900W"",
""Fantasy of Fire"",""Kelly St. Clare"","""",""OL24573622W"",""https://openlibrary.org/works/OL24573622W"",
""Fantasy of Flight"",""Kelly St. Clare"","""",""OL24477969W"",""https://openlibrary.org/works/OL24477969W"",
""Fantasy of Frost"",""Kelly St. Clare"","""",""OL27111620W"",""https://openlibrary.org/works/OL27111620W"",
""Firefly Lane"",""Kristin Hannah"",""0312364083"","""","""","From the New York Times bestselling author of On Mystic Lake comes a powerful novel of love, loss, and the magic of friendship. . . .

In the turbulent summer of 1974, Kate Mularkey has accepted her place at the bottom of the eighth-grade social food chain. Then, to her amazement, the “coolest girl in the world” moves in across the street and wants to be her friend. Tully Hart seems to have it all---beauty, brains, ambition. On the surface they are as opposite as two people can be: Kate, doomed to be forever uncool, with a loving family who mortifies her at every turn. Tully, steeped in glamour and mystery, but with a secret that is destroying her. They make a pact to be best friends forever; by summer’s end they’ve become TullyandKate. Inseparable.

So begins Kristin Hannah’s magnificent new novel. Spanning more than three decades and playing out across the ever-changing face of the Pacific Northwest, Firefly Lane is the poignant, powerful story of two women and the friendship that becomes the bulkhead of their lives.

From the beginning, Tully is desperate to prove her worth to the world. Abandoned by her mother at an early age, she longs to be loved unconditionally. In the glittering, big-hair era of the eighties, she looks to men to fill the void in her soul. But in the buttoned-down nineties, it is television news that captivates her. She will follow her own blind ambition to New York and around the globe, finding fame and success . . . and loneliness. 

Kate knows early on that her life will be nothing special. Throughout college, she pretends to be driven by a need for success, but all she really wants is to fall in love and have children and live an ordinary life. In her own quiet way, Kate is as driven as Tully. What she doesn’t know is how being a wife and mother will change her . . . how she’ll lose sight of who she once was, and what she once wanted. And how much she’ll envy her famous best friend. . . .

For thirty years, Tully and Kate buoy e"
""First Frost"",""Jennifer Estep"",""0758275072"",""OL26322818W"",""https://openlibrary.org/works/OL26322818W"",
""First Grave on the Right"",""Darynda Jones"",""0312662750"","""","""","Meet Charley Davidson -- PI and grim reaper extraordinaire...

Charley sees dead people. That's right, she sees dead people. And it's her job to convince them to 'go into the light.' But when these very dead people have died under less than ideal circumstances (i.e. murder), sometimes they want Charley to bring the bad guys to justice. Complicating matters are the intensely hot dreams she's been having about an Entity who has been following her all her life...and it turns out he might not be dead after all. In fact, he might be something else entirely."
""First Lie Wins"",""Ashley Elston"","""",""OL37505495W"",""https://openlibrary.org/works/OL37505495W"",
""First Shift: Legacy"",""Hugh Howey"","""",""OL17406591W"",""https://openlibrary.org/works/OL17406591W"",
""Five Broken Blades"",""Mai Corland"",""1649376901"","""","""",
""Five Presidents: My Extraordinary Journey with Eisenhower"," Kennedy"," Johnson"," Nixon"," and Ford"","A dictionary with more than 40,000 entries which was a primary reference source for scholars and writers of the 18th and 19th century."
""Flashlight"",""Susan Choi"","""",""OL42408368W"",""https://openlibrary.org/works/OL42408368W"",
""Flowers for Algernon"",""Daniel Keyes"","""",""OL515754W"",""https://openlibrary.org/works/OL515754W"",
""For Camelot's Honor"",""Sarah Zettel"",""0373802188"","""","""","An evocative and magical romance set in the legendary time of King Arthur. Elen, the daughter of a Welsh chieftain, lives in the border territory with her widowed mother and her brother. Her family are keen to ally with King Arthur, but some of the other local chieftains, in particular the ferocious Urien, are not so sure. One night Elen is called out to tend to a woman in childbirth, and when her mother offers her some strange advice before she leaves she realizes with trepidation that she is going to the fae folk. In return for her aid in the safe delivery of a baby boy, the fae magically delay her return home; so when she arrives Urien's men have already left, leaving her home in ruins and her mother brutally butchered. Elen determines to ride to Arthur's court to beg for aid in driving out the invaders. What she doesn't know is that Urien is the paramour of Morgaine, the most powerful sorceress on the Isle of Britain, Arthur's half-sister and his deadliest enemy. Morgaine and Urien decide that Elen must not be allowed to reach Arthur. But they reckon without the valiant Geraint, younger brother of the renowned Sir Gawain. He is determined to prove himself worthy of his place at the Round Table, but when he meets Elen he will find there are things other than honor worth fighting for."
""Fosgate's Game"",""David C.   Cassidy"","""",""OL22446670W"",""https://openlibrary.org/works/OL22446670W"",
""Found"",""Harlan Coben"",""1409124517"",""OL17303315W"",""https://openlibrary.org/works/OL17303315W"",
""Franny and Zooey"",""J.D. Salinger"",""0316769029"","""","""","Meet Franny and her younger brother, Zooey, in two Salinger stories."
""Friday Night Bites"",""Chloe Neill"","""",""OL13652470W"",""https://openlibrary.org/works/OL13652470W"",
""From Blood and Ash"",""Jennifer L. Armentrout"",""1952457017"",""OL27838518W"",""https://openlibrary.org/works/OL27838518W"","A Maiden…

Chosen from birth to usher in a new era, Poppy’s life has never been her own. The life of the Maiden is solitary. Never to be touched. Never to be looked upon. Never to be spoken to. Never to experience pleasure. Waiting for the day of her Ascension, she would rather be with the guards, fighting back the evil that took her family, than preparing to be found worthy by the gods. But the choice has never been hers.

A Duty…

The entire kingdom’s future rests on Poppy’s shoulders, something she’s not even quite sure she wants for herself. Because a Maiden has a heart. And a soul. And longing. And when Hawke, a golden-eyed guard honor bound to ensure her Ascension, enters her life, destiny and duty become tangled with desire and need. He incites her anger, makes her question everything she believes in, and tempts her with the forbidden.

A Kingdom…

Forsaken by the gods and feared by mortals, a fallen kingdom is rising once more, determined to take back what they believe is theirs through violence and vengeance. And as the shadow of those cursed draws closer, the line between what is forbidden and what is right becomes blurred. Poppy is not only on the verge of losing her heart and being found unworthy by the gods, but also her life when every blood-soaked thread that holds her world together begins to unravel."
""From the Mixed-Up Files of Mrs. Basil E. Frankweiler"",""E.L. Konigsburg"",""0744583276"","""","""","Having run away with her younger brother to live in the Metropolitan Museum of Art, twelve-year-old Claudia strives to keep things in order in their new home and to become a changed person and a heroine to herself."
""Frostbite"",""Richelle Mead"","""",""OL8488889W"",""https://openlibrary.org/works/OL8488889W"",
""Funny Story"",""Emily Henry"","""",""OL37575890W"",""https://openlibrary.org/works/OL37575890W"",
""Galveston"",""Nic Pizzolatto"",""1439166641"","""","""","After being diagnosed with lung cancer, Roy Cady kills the men hired by his loan shark boss to kill him, and flees to Galveston, Texas with a prostitute and her young sister, where they face more problems."
""Gemina"",""Amie Kaufman"",""0553499181"","""","""",
""Genesis and the Big Bang Theory: The Discovery Of Harmony Between Modern Science And The Bible"",""Gerald Schroeder"","""","""","""",
""Get Your Sh*t Together: How to Stop Worrying About What You Should Do So You Can Finish What You Need to Do and Start Doing What You Want to Do"",""Sarah Knight"","""","""","""",
""Girl in the Rearview Mirror"",""Kelsey Rae Dimberg"",""0062867946"",""OL20813351W"",""https://openlibrary.org/works/OL20813351W"",
""Girls of Paper and Fire"",""Natasha Ngan"",""0316561363"","""","""","In this lush fantasy, Lei is a member of the Paper caste, the lowest and most oppressed class in Ikhara. She lives in a remote village with her father, where the decade-old trauma of watching her mother snatched by royal guards still haunts her. Now, the guards are back, and this time it's Lei they're after--the girl whose golden eyes have piqued the king's interest.

Over weeks of training in the opulent but stifling palace, Lei and eight other girls learn the skills and charm that befit being a king's consort. But Lei isn't content to watch her fate consume her. Instead, she does the unthinkable--she falls in love. Her forbidden romance becomes enmeshed with an explosive plot that threatens the very foundation of Ikhara, and Lei, still the wide-eyed country girl at heart, must decide just how far she's willing to go for justice and revenge."
""Go Ask Alice"",""Beatrice Sparks"",""1416914633"","""","""","A teen plunges into a downward spiral of addiction in this classic cautionary tale.

January 24th
After you’ve had it, there isn't even life without drugs…

It started when she was served a soft drink laced with LSD in a dangerous party game. Within months, she was hooked, trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city. It was a journey that would rob her of her innocence, her youth—and ultimately her life.

Read her diary.
Enter her world.
You will never forget her.

For thirty-five years, the acclaimed, bestselling first-person account of a teenage girl’s harrowing decent into the nightmarish world of drugs has left an indelible mark on generations of teen readers. As powerful—and as timely—today as ever, Go Ask Alice remains the definitive book on the horrors of addiction."
""Go as a River"",""Shelley Read"",""1954118236"","""","""",
""God Touched"",""John Conroe"","""",""OL24232444W"",""https://openlibrary.org/works/OL24232444W"",
""Godsgrave"",""Jay Kristoff"",""1466885041"",""OL20913736W"",""https://openlibrary.org/works/OL20913736W"",
""Gone 'til November"",""Wallace Stroby"",""0312560249"","""","""",
""Gone with the Wind"",""Margaret Mitchell"",""0446365386"","""","""","Margaret Mitchell's monumental epic of the South won a Pulitzer Prize, gave rise to the most popular motion picture of our time, and inspired a sequel that became the fastest selling novel of the century. It is one of the most popular books ever written: more than 28 million copies of the book have been sold in more than 37 countries. Today, more than 60 years after its initial publication, its achievements are unparalleled, and it remains the most revered American saga and the most beloved work by an American writer..."
""Good Omens: The Nice and Accurate Prophecies of Agnes Nutter"," Witch"",""Neil Gaiman"",""0060853972"","""","When Coraline steps through a door to find another house strangely similar to her own (only better), things seem marvelous.

But there's another mother there, and another father, and they want her to stay and be their little girl. They want to change her and never let her go.

Coraline will have to fight with all her wit and courage if she is to save herself and return to her ordinary life."
""Good as Gone"",""Amy Gentry"",""0544916077"",""OL20198106W"",""https://openlibrary.org/works/OL20198106W"",
""Goodnight Moon"",""Margaret Wise Brown"",""0060775858"","""","""","Goodnight to each of the objects in the great green room: the chairs, a comb, and the air."
""Gravity"",""Abigail Boyd"","""",""OL39819817W"",""https://openlibrary.org/works/OL39819817W"",
""Great Expectations"",""Kate Flint"",""0192833596"","""","""","Great Expectations is the thirteenth novel by Charles Dickens and his penultimate completed novel. It depicts the education of an orphan nicknamed Pip (the book is a bildungsroman; a coming-of-age story). It is Dickens' second novel, after David Copperfield, to be fully narrated in the first person. The novel was first published as a serial in Dickens's weekly periodical All the Year Round, from 1 December 1860 to August 1861. In October 1861, Chapman and Hall published the novel in three volumes.

The novel is set in Kent and London in the early to mid-19th century and contains some of Dickens's most celebrated scenes, starting in a graveyard, where the young Pip is accosted by the escaped convict Abel Magwitch. Great Expectations is full of extreme imagery – poverty, prison ships and chains, and fights to the death – and has a colourful cast of characters who have entered popular culture. These include the eccentric Miss Havisham, the beautiful but cold Estella, and Joe, the unsophisticated and kind blacksmith. Dickens's themes include wealth and poverty, love and rejection, and the eventual triumph of good over evil. Great Expectations, which is popular both with readers and literary critics, has been translated into many languages and adapted numerous times into various media."
""Greenlights"",""Matthew McConaughey"",""0593139135"","""","""",
